platform,appId,title,summary,developer,developerEmail,developerWebsite,privacyPolicy,genre,genreId,contentRating,contentRatingDescription,free,price,priceText,currency,offersIAP,IAPRange,installs,minInstalls,score,ratings,reviews,released,version,androidVersion,adSupported,url,app_type,app_type_rationale,web_accessible,web_url,login_required,login_methods,age_verification_required,age_verification_method,subscription_required_for_long_chat,all_features_available_without_subscription,subscription_features,subscription_cost,languages_supported
android,app.doki.dokichat,Dokichat - Romantic AI Chats,"Dokichat is a role-play AI chat app with with high-quality, smart AI characters.",Dokichat AI,contact@dokichat.club,https://dokichat.club,https://www.dokichat.club/private-policy,Entertainment,ENTERTAINMENT,Everyone,,True,0,Free,USD,True,$0.99 - $49.99 per item,"1,000,000+",1000000,3.7425742,106246,166,"Mar 23, 2025",1.2.32,7.0,True,https://play.google.com/store/apps/details?id=app.doki.dokichat&hl=en&gl=us,companion,"companion signals dominant: comp=3,gen=0,task=0",UNKNOWN - requires manual verification,https://dokichat.club,UNKNOWN - requires manual verification,Google,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $49.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,ai.tain.reelso,LoveyDovey - Dream Chats,The AI Chat Where Your Dream Conversations become reality,"TainAI, Inc.",support@tain.ai,https://assets.adxcorp.kr/redirect?url=https://www.loveydovey.ai,https://tainai.notion.site/d07ae8d665474111b5b7e22de8b0733f?pvs=4,Entertainment,ENTERTAINMENT,Teen,Diverse Content: Discretion Advised,True,0,Free,USD,True,$0.99 - $74.99 per item,"1,000,000+",1000000,3.41,40306,155,"Dec 4, 2023",1.4.7,7.0,True,https://play.google.com/store/apps/details?id=ai.tain.reelso&hl=en&gl=us,companion,"companion signals dominant: comp=4,gen=0,task=0",Likely — manual verification needed,https://assets.adxcorp.kr/redirect?url=https://www.loveydovey.ai,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $74.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.doubley.drip,Him - AI Boyfriend Chat,Build your story with AI Boyfriend,double Y Inc.,support@dripchat.ai,https://himchat.ai,https://chip-sombrero-f9a.notion.site/Drip-Privacy-Policy-278a3130c8a38073a5e6d38ec9d24ab6?pvs=74,Entertainment,ENTERTAINMENT,Mature 17+,Sexual Themes,True,0,Free,USD,True,$0.99 - $99.99 per item,10+,10,0,0,0,"Mar 10, 2026",2.0.7,9,False,https://play.google.com/store/apps/details?id=com.doubley.drip&hl=en&gl=us,companion,"companion signals dominant: comp=2,gen=0,task=0",Likely — manual verification needed,https://himchat.ai,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.liume.mimel,mimel: Chat with AI Boyfriend,AI Character Role play Game App for you.,Liume Inc.,mimel-support@liume.jp,https://mimel-ai.com/,https://mimel-ai.com/ja/privacy-policy,Lifestyle,LIFESTYLE,Teen,Diverse Content: Discretion Advised,True,0,Free,USD,True,$1.99 - $189.99 per item,500+,500,0,0,0,"Feb 8, 2026",1.0.4,11,True,https://play.google.com/store/apps/details?id=com.liume.mimel&hl=en&gl=us,companion,"companion signals dominant: comp=5,gen=0,task=0",Likely — manual verification needed,https://mimel-ai.com/,False,"Google, Apple",False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.99 - $189.99 per item (in-app purchase range; monthly tier not specified in Play metadata),"en, ja, ko, zh-CN, zh-TW"
android,com.dating.ai,Flipped:Chat with AI Character,Create &amp; Chat with Your Own Chatbot on Flipped,First Group pte ltd,support@flipped.chat,https://flipped.chat/app-ads.txt,https://flipped.chat/privacy,Entertainment,ENTERTAINMENT,Mature 17+,"Sexual Themes, Partial Nudity, Use of Drugs and Alcohol, Strong Language, Crude Humor",True,0,Free,USD,True,$0.99 - $99.99 per item,"1,000,000+",1000000,4.237009,18825,1351,"Mar 19, 2024",1.9.1,7.0,False,https://play.google.com/store/apps/details?id=com.dating.ai&hl=en&gl=us,companion,"weak companion signal only (rule: task<=1 allowed): comp=1,gen=0,task=1",UNKNOWN - requires manual verification,https://flipped.chat/app-ads.txt,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,voice calls; image generation,$0.99 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,ai.moguchat.app,MoguChat:Talk to Your AI Lover,"Romantic, kind, always listening—your virtual boyfriend or girlfriend awaits.",Quantum Narrative,inquires@moguchat.ai,https://moguchat.ai,https://moguchat.ai/privacy,Entertainment,ENTERTAINMENT,Mature 17+,Sexual Content,True,0,Free,USD,True,$1.49 - $64.99 per item,"10,000+",10000,3.8,288,6,"Dec 3, 2024",4.0.2,9,False,https://play.google.com/store/apps/details?id=ai.moguchat.app&hl=en&gl=us,companion,"companion signals dominant: comp=8,gen=0,task=0",Likely — manual verification needed,https://moguchat.ai,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.49 - $64.99 per item (in-app purchase range; monthly tier not specified in Play metadata),"ja, ko, zh"
android,com.luxleyai.chat2026,Luxley- AI Boyfriend,"An AI boyfriend with depth, memory, and heart.",Salim Semangat Dev,sembakuku@gmail.com,,https://sites.google.com/view/privacy-policy-luxley,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$3.99 - $89.99 per item,"1,000+",1000,0,0,0,"Mar 2, 2026",1.0.2,6.0,False,https://play.google.com/store/apps/details?id=com.luxleyai.chat2026&hl=en&gl=us,companion,"companion signals dominant: comp=3,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,extended memory,$3.99 - $89.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.Beauchamp.Messenger.external,Chai: Chat AI Platform,Build and Share AI,Chai Research,hello@chai-research.com,https://chai-research.com/,https://vineetseamless.gitlab.io/chai-privacy/,Entertainment,ENTERTAINMENT,Mature 17+,"Violence, Sexual Themes, Use of Drugs and Alcohol, Strong Language, Crude Humor",True,0,Free,USD,True,$0.99 - $429.99 per item,"10,000,000+",10000000,3.6426842,738261,32048,"Mar 23, 2021",0.4.379,7.0,True,https://play.google.com/store/apps/details?id=com.Beauchamp.Messenger.external&hl=en&gl=us,companion,"brand-term fix (chai): weak companion signal only: comp=1,gen=0,task=0",False,https://chai-research.com/,UNKNOWN - requires manual verification,Facebook,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,image generation,$0.99 - $429.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,ai.boyfriend.virtual.iboy.dating.lover,AmourAI : My Virtual Boyfriend,Meet handsome guys in our virtual boyfriend chat room &amp; find your true love!,Grey AI Solutions,support@eleganceme.info,https://amourai.eleganceme.info/,https://greyaisolutions.eleganceme.info/grey-ai-solution-privacy-policy.php,Entertainment,ENTERTAINMENT,Everyone,,True,0,Free,USD,True,$7.49 - $48.99 per item,"1,000+",1000,0,0,0,"Jun 19, 2023",1.0.5,7.0,True,https://play.google.com/store/apps/details?id=ai.boyfriend.virtual.iboy.dating.lover&hl=en&gl=us,companion,"companion signals dominant: comp=7,gen=1,task=0",UNKNOWN - requires manual verification,https://amourai.eleganceme.info/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$7.49 - $48.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.chat.himai,Him AI: AI Dream Boyfriend,Love Roleplay and Chat with AI Characters. Make Your Own Story,WISDOMONE TECHNOLOGY LIMITED,feedback@himaiapp.com,https://www.himaiapp.com/,https://www.himaiapp.com/privacy,Entertainment,ENTERTAINMENT,Mature 17+,Diverse Content: Discretion Advised,True,0,Free,USD,True,$1.99 - $99.99 per item,50+,50,,,,"Mar 24, 2026",1.0.1,7.0,False,https://play.google.com/store/apps/details?id=com.chat.himai&hl=en&gl=us,companion,"companion signals dominant: comp=6,gen=0,task=0",UNKNOWN - requires manual verification,https://www.himaiapp.com/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,extended memory,$1.99 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.fjsh.moshas,AI Love Simulator - Moshas,Chat with romantic AIs. Meet your Virtual Lover and enjoy meaningful talks.,fjsh,zero@zerotoone.app,https://forms.gle/7sKsVC2kL9rWAXo7A,https://www.fjsh.dev/all,Entertainment,ENTERTAINMENT,Everyone,,True,0,Free,USD,False,,"5,000+",5000,2.6,63,3,"Jun 24, 2024",2.0.27,7.0,True,https://play.google.com/store/apps/details?id=com.fjsh.moshas&hl=en&gl=us,companion,"companion signals dominant: comp=2,gen=0,task=0",UNKNOWN - requires manual verification,https://forms.gle/7sKsVC2kL9rWAXo7A,UNKNOWN - requires manual verification,Google,False,No age gate implied by rating (Everyone); in-app not verified,False,True,extended memory,No in-app purchases (likely free),UNKNOWN - requires manual verification
android,ai.botify.app,Botify AI: Chatbot & Companion,"RolePlay &amp; character creator, your unlimited friend to talk to and imagine with","Ex-human, Inc",support@botify.ai,https://botify.ai,https://www.privacypolicies.com/live/35bcf464-abc3-4063-9242-7ef629330157,Entertainment,ENTERTAINMENT,Mature 17+,"Sexual Themes, Strong Language",True,0,Free,USD,True,$1.99 - $149.99 per item,"1,000,000+",1000000,3.8004074,27204,2212,"Oct 18, 2021",26.04.12,9,True,https://play.google.com/store/apps/details?id=ai.botify.app&hl=en&gl=us,companion,"companion signals dominant: comp=9,gen=0,task=1",Likely — manual verification needed,https://botify.ai,UNKNOWN - requires manual verification,"Google, Apple, Email",True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.99 - $149.99 per item (in-app purchase range; monthly tier not specified in Play metadata),"us, x-default"
android,com.myapp.partner,Partner - Your AI Companion,"Enjoy meaningful chats with Partner, your AI companion for support and growth.",IndCreative,handycolossalapps@gmail.com,,https://www.privacypolicies.com/live/7f3d6b98-0d9e-4527-befa-18cde6a4cafc,Social,SOCIAL,Everyone,,True,0,Free,USD,True,$5.99 - $22.99 per item,"1,000+",1000,2.1666667,33,5,"Oct 16, 2024",1.1.31,7.0,False,https://play.google.com/store/apps/details?id=com.myapp.partner&hl=en&gl=us,companion,"companion signals dominant: comp=3,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$5.99 - $22.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,ai.blush,Blush: AI Dating Simulator,"Dating practice, dating chat, flirting, relationships",Blush AI,infra@blush.ai,https://blush.ai,https://blush.ai/legal/privacy,Entertainment,ENTERTAINMENT,Mature 17+,Diverse Content: Discretion Advised,True,0,Free,USD,True,$0.99 - $149.99 per item,"1,000,000+",1000000,4.4095426,16691,1165,"Sep 19, 2023",6.1.1,7.0,False,https://play.google.com/store/apps/details?id=ai.blush&hl=en&gl=us,companion,"companion signals dominant: comp=4,gen=0,task=0",Likely — manual verification needed,https://blush.ai,UNKNOWN - requires manual verification,Facebook,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $149.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,io.secretai.llm,Secret AI: Local AI Chat,Undetectable AI Assistant - 100% Private &amp; Offline Chat. No Internet Required!,Secret AI,contact@mail.secretai.io,https://secretai.io,https://secretai.io/legal/en/privacy,Productivity,PRODUCTIVITY,Teen,Diverse Content: Discretion Advised,True,0,Free,USD,True,$4.99 - $119.99 per item,"10,000+",10000,2.7631578,192,21,"May 12, 2025",1.10.5,7.0,False,https://play.google.com/store/apps/details?id=io.secretai.llm&hl=en&gl=us,mixed,"both companion & general signals: comp=3,gen=3,task=0",Likely — manual verification needed,https://secretai.io,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,False,unlimited messaging,$4.99 - $119.99 per item (in-app purchase range; monthly tier not specified in Play metadata),"ar, de, en, es, fr, he, hi, id, it, ja, ko, pt-BR, pt-PT, ru, th, tr, vi, zh"
android,com.dkc.bfpp,Boyfriend Plus,Chat with a cool guy,Dragon King Creations,dragonkinglimited@gmail.com,https://dragonkingcreation.com/,https://anguscheng.com/boyfriendplus/privacy-policy.html,Simulation,GAME_SIMULATION,Mature 17+,"Partial Nudity, Strong Language",True,0,Free,USD,True,$2.99 - $6.49 per item,"1,000,000+",1000000,3.483871,7205,1045,"Aug 21, 2015",0.6.4,5.0,False,https://play.google.com/store/apps/details?id=com.dkc.bfpp&hl=en&gl=us,companion,"weak companion signal only: comp=1,gen=0,task=0",UNKNOWN - requires manual verification,https://dragonkingcreation.com/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$2.99 - $6.49 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.withfeelingai.test,Paradot: Personal AI chat,"Dream Avatar, Dating Space, Live Gallery",WITHFEELING.AI,account@withfeeling.ai,http://www.withfeeling.ai/,https://www.withfeeling.info/app-privacy-policy,Social,SOCIAL,Mature 17+,"Sexual Content, Strong Language",True,0,Free,USD,True,$0.49 - $69.99 per item,"10,000,000+",10000000,3.9924242,78278,1496,"Feb 23, 2023",2.9.5,7.0,False,https://play.google.com/store/apps/details?id=com.withfeelingai.test&hl=en&gl=us,companion,"weak companion signal only: comp=1,gen=0,task=0",True,http://www.withfeeling.ai/,UNKNOWN - requires manual verification,"Google, Email",True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,extended memory,$0.49 - $69.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
